vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar
15.0,P196,Sarawak,Stampin,YB Tuan Chong Chieng Jen,,1971.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P196.png
15.0,P212,Sarawak,Sibu,YB Tuan,Oscar Ling Chai Yew,1977.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P212.jpg
15.0,P219,Sarawak,Miri,YB Tuan,Chiew Choon Man,1991.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P219.jpg
15.0,P072,Perak,Tapah,YB Datuk Seri,Saravanan a/l Murugan,1968.0,male,indian,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P072.png
15.0,P084,Pahang,Paya Besar,YB Dato' Indera,Mohd Shahar bin Abdullah,1980.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P084.png
15.0,P085,Pahang,Pekan,YB Dato' Sri,Sh Mohmed Puzi bin Sh Ali,1957.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P085.png
15.0,P090,Pahang,Bera,YB Dato' Sri,Ismail Sabri bin Yaakob,1960.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/YB Bera.jpg
15.0,P126,Negeri Sembilan,Jelebu,YB Datuk Seri,Jalaluddin bin Alias,1963.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P126.jpg
15.0,P127,Negeri Sembilan,Jempol,YB Dato' Haji,Shamshulkahar bin Mohd Deli,1961.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P127.jpg
15.0,P129,Negeri Sembilan,Kuala Pilah,YB Dato',Adnan bin Abu Hassan,1970.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P129.jpg
15.0,P133,Negeri Sembilan,Tampin,YB Dato',Mohd Isam bin Mohd Isa,1969.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P133.jpg
15.0,P148,Johor,Ayer Hitam,YB Datuk Seri Ir. Dr.,Wee Ka Siong,1968.0,male,chinese,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P148.png
15.0,P151,Johor,Simpang Renggam,YB Datuk Seri Utama Ir.,Hasni bin Mohammad,1959.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P151.png
15.0,P153,Johor,Sembrong,YB Dato' Seri,Hishammuddin bin Datuk Hussein,1961.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P153.png
15.0,P155,Johor,Tenggara,YB Tuan Haji,Manndzri bin Haji Nasib,1980.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P155.jpg
15.0,P165,Johor,Tanjung Piai,YB Dato' Sri Dr.,Wee Jeck Seng,1964.0,male,chinese,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P165.png
15.0,P173,Sabah,Putatan,YB Datuk Ir.,Shahelmey bin Yahya,1973.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P173.jpg
15.0,P177,Sabah,Beaufort,YB Datuk Hajah,Siti Aminah binti Aching,1962.0,female,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P177.jpg
15.0,P184,Sabah,Libaran,YB Datuk,Suhaimi bin Nasir,1968.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P184.png
15.0,P187,Sabah,Kinabatangan,YB Datuk Seri Panglima,Moktar bin Radin,1959.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P187.png
15.0,P191,Sabah,Kalabakan,YB Datuk,Andi Muhammad Suryady bin Bandy,1981.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P191.jpg
15.0,P198,Sarawak,Puncak Borneo,YB Datuk,Willie anak Mongin,1975.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P198.jpg
15.0,P199,Sarawak,Serian,YB Dato' Sri Dr.,Richard Riot anak Jaem,1951.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P199.jpg
15.0,P200,Sarawak,Batang Sadong,YB Puan,Rodiyah binti Sapiee,1978.0,female,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P200.jpg
15.0,P201,Sarawak,Batang Lupar,YB Tuan Mohamad Shafizan Haji,Kepli,1985.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P201.jpg
15.0,P202,Sarawak,Sri Aman,YB Dato' Sri,Doris Sophia anak Brodi,1960.0,female,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P202 Doris.jpg
15.0,P203,Sarawak,Lubok Antu,YB Tuan,Roy Angau anak Gingkoi,1979.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P203.jpg
15.0,P204,Sarawak,Betong,YB Dr.,Richard Rapu @ Aman anak Begri,1964.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P204.jpg
15.0,P206,Sarawak,Tanjong Manis,YB Tuan Ir. Haji,Yusuf bin Abd Wahab,1964.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P206.jpg
15.0,P207,Sarawak,Igan,YB Tuan Haji,Ahmad Johnie bin Zawawi,1962.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P207.jpg
15.0,P214,Sarawak,Selangau,YB Tuan,Edwin anak Banta,1965.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P214.jpg
15.0,P220,Sarawak,Baram,YB Dato,Anyi Ngau,1958.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P220.jpg
15.0,P222,Sarawak,Lawas,YB Dato,Henry Sum Agong,1946.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P222.jpg
15.0,P178,Sabah,Sipitang,YB Datuk,Matbali bin Musah,1969.0,male,bumiputera,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P178.jpg
15.0,P179,Sabah,Ranau,YB Datuk,Jonathan bin Yasin,1967.0,male,bumiputera,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P179.png
15.0,P180,Sabah,Keningau,YB Datuk Seri Panglima Dr.,Jeffrey G. Kitingan,1947.0,male,bumiputera,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P180.png
15.0,P190,Sabah,Tawau,YB Tuan,Lo Su Fui,1981.0,male,chinese,GRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P190.jpg
15.0,P169,Sabah,Kota Belud,YB Puan,Isnaraissah Munirah bt Majilis@Fakharudy,1982.0,female,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P169.png
15.0,P189,Sabah,Semporna,YB Datuk Seri Panglima Haji,Mohd Shafie bin Apdal,1957.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P189.png
15.0,P168,Sabah,Kota Marudu,YB Datuk,Wetrom bin Bahanda,1970.0,male,bumiputera,KDM,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P168.jpg
15.0,P209,Sarawak,Julau,YB Datuk,Larry Soon @ Larry Sng Wei Shien,1979.0,male,chinese,PBM,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P209.jpg
15.0,P030,Kelantan,Jeli,YB Tuan,Zahari bin Kechik,1960.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P030.jpg
15.0,P032,Kelantan,Gua Musang,YB Tuan,Mohd Azizi bin Abu Naim,1972.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P032.jpg
15.0,P059,Perak,Bukit Gantang,YB Dato',Syed Abu Hussin bin Hafiz Syed Abdul Fasal,1960.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P059.jpg
15.0,P067,Perak,Kuala Kangsar,YB Datuk,Iskandar Dzulkarnain bin Abdul Khalid,1976.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P067.jpg
15.0,P095,Selangor,Tanjong Karang,YB Dato' Dr.,Zulkafperi bin Hanapi,1959.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P095.jpg
15.0,P166,Labuan,Labuan,YB Dato' Indera Dr.,Suhaili bin Abdul Rahman,1961.0,male,bumiputera,,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P166.jpg
15.0,P001,Perlis,Padang Besar,YB Tuan,Rushdan bin Rusmi,1978.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P001.jpg
15.0,P002,Perlis,Kangar,YB Tuan,Zakri bin Hassan,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P002.jpg
15.0,P003,Perlis,Arau,YB Dato' Seri Dr.,Shahidan bin Kassim,1951.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P003.jpg
15.0,P004,Kedah,Langkawi,YB Dato' Haji,Mohd Suhaimi bin Haji Abdullah,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P004.jpg
15.0,P005,Kedah,Jerlun,YB Dr. Haji,Abd Ghani bin Ahmad,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P005.jpg
15.0,P006,Kedah,Kubang Pasu,YB Dato' Wira Dr.,Ku Abd Rahman bin Ku Ismail,1952.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P006.jpg
15.0,P007,Kedah,Padang Terap,YB Tuan,Nurul Amin bin Hamid,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P007.jpg
15.0,P008,Kedah,Pokok Sena,YB Dato' Haji,Ahmad bin Saad @ Yahaya,1975.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P008.jpg
15.0,P009,Kedah,Alor Setar,YB Tuan,Afnan Hamimi bin Dato' Haji Taib Azamudden,1981.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P009.jpg
15.0,P010,Kedah,Kuala Kedah,YB Dr.,Ahmad Fakhruddin bin Fakhrurazi,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P010.jpg
15.0,P011,Kedah,Pendang,YB Datuk Haji,Awang bin Hashim,1964.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P011.jpg
15.0,P012,Kedah,Jerai,YB Tuan,Sabri bin Azit,1966.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P012.jpg
15.0,P013,Kedah,Sik,YB Tuan,Ahmad Tarmizi bin Sulaiman,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P013.jpg
15.0,P014,Kedah,Merbok,YB Tuan,Mohd Nazri bin Abu Hassan,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P014.jpg
15.0,P016,Kedah,Baling,YB Tuan,Hassan bin Saad,1957.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P016.jpg
15.0,P017,Kedah,Padang Serai,YB Dato',Azman bin Nasrudin,1972.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P017.jpg
15.0,P018,Kedah,Kulim Bandar Baharu,YB Tuan,Roslan bin Hashim,1967.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P018.jpg
15.0,P019,Kelantan,Tumpat,YB Dato' Hajjah,Mumtaz binti Md Nawi,1972.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P019.jpg
15.0,P020,Kelantan,Pengkalan Chepa,YB Datuk Dr.,Ahmad Marzuk bin Shaary,1976.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P020.png
15.0,P021,Kelantan,Kota Bharu,YB Datuk Seri,Takiyuddin bin Hassan,1961.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P021.png
15.0,P022,Kelantan,Pasir Mas,YB Tuan Haji,Ahmad Fadhli bin Shaari,1980.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P022.jpg
15.0,P023,Kelantan,Rantau Panjang,YB Dato',Siti Zailah binti Mohd Yusoff,1963.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P023.jpg
15.0,P024,Kelantan,Kubang Kerian,YB Dato' Sri Tuan,Ibharim bin Tuan Man,1960.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P024.png
15.0,P025,Kelantan,Bachok,YB Tuan Haji,Mohd Syahir bin Che Sulaiman,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P025.jpg
15.0,P026,Kelantan,Ketereh,YB Dato',Khlir bin Mohd Nor,1958.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P026.jpg
15.0,P027,Kelantan,Tanah Merah,YB Dato' Sri,Ikmal Hisham bin Abdul Aziz,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P027.png
15.0,P028,Kelantan,Pasir Puteh,YB Datuk Dr.,Nik Muhammad Zawawi bin Salleh,1967.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P028.jpg
15.0,P029,Kelantan,Machang,YB Tuan,Wan Ahmad Fayhsal bin Wan Ahmad Kamal,1987.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P029.jpg
15.0,P031,Kelantan,Kuala Krai,YB Tuan Haji,Abdul Latiff bin Abdul Rahman,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P031.jpg
15.0,P033,Terengganu,Besut,YB Datuk,Che Mohamad Zulkifly bin Jusoh,1959.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P033.jpg
15.0,P034,Terengganu,Setiu,YB Tuan,Shaharizukirnain bin Abd Kadir,1969.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P034.jpg
15.0,P035,Terengganu,Kuala Nerus,YB Dato' Dr. Hj.,Alias bin Razak,1959.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P035.jpg
15.0,P036,Terengganu,Kuala Terengganu,YB Datuk,Ahmad Amzad bin Mohamed @ Hashim,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P036.jpg
15.0,P037,Terengganu,Marang,YB Tan Sri Dato' Seri Haji,Abdul Hadi bin Awang,1947.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P037.png
15.0,P038,Terengganu,Hulu Terengganu,YB Dato',Rosol bin Wahid,1964.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P038.png
15.0,P039,Terengganu,Dungun,YB Tuan Haji,Wan Hassan bin Mohd Ramli,1957.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P039.jpg
15.0,P040,Terengganu,Kemaman,YAB Dato' Seri Ir. Dr.,Ahmad Samsuri bin Mokhtar,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2023/YB Samsuri.png
15.0,P041,Pulau Pinang,Kepala Batas,YB Dr.,Siti Mastura binti Muhammad,1989.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P041.jpg
15.0,P042,Pulau Pinang,Tasek Gelugor,YB Datuk,Wan Saifulruddin bin Wan Jan,1975.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P042.jpg
15.0,P044,Pulau Pinang,Permatang Pauh,YB Tuan Haji,Muhammad Fawwaz bin Mohamad Jan,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P044.jpg
15.0,P054,Perak,Gerik,YB Tuan,Fathul Huzir bin Ayob,1983.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P054.jpg
15.0,P056,Perak,Larut,YB Dato' Seri,Hamzah bin Zainudin,1957.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P056.png
15.0,P057,Perak,Parit Buntar,YB Tuan Haji,Mohd Misbahul Munir bin Masduki,1963.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P057.jpg
15.0,P058,Perak,Bagan Serai,YB Datuk,Idris bin Ahmad,1963.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P058.jpg
15.0,P061,Perak,Padang Rengas,,YB Kapten Azahari bin Hasan,1974.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P061.jpg
15.0,P069,Perak,Parit,YB Tuan Haji,Muhammad Ismi bin Mat Taib,1974.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P069.jpg
15.0,P073,Perak,Pasir Salak,YB Tuan Haji,Jamaludin bin Yahya,1971.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P073.jpg
15.0,P074,Perak,Lumut,YB Komander,Nordin bin Ahmad Ismail TLDM(Bersara),1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P074.jpeg
15.0,P081,Pahang,Jerantut,YB Ir. Ts. Hj.,Khairil Nizam bin Khirudin,1979.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P081.jpg
15.0,P082,Pahang,Indera Mahkota,YB Dato' Sri,Saifuddin bin Abdullah,1961.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P082.png
15.0,P083,Pahang,Kuantan,YB Tuan,Wan Razali bin Wan Nor,1981.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P083.jpg
15.0,P086,Pahang,Maran,YB Dato' Sri Dr. Haji,Ismail bin Abd. Muttalib,1954.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P086.jpg
15.0,P087,Pahang,Kuala Krau,YB Tuan,Kamal bin Ashaari,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P087.jpg
15.0,P088,Pahang,Temerloh,YB Puan Hajah,Salamiah binti Mohd Nor,1964.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P088.jpg
15.0,P091,Pahang,Rompin,YB Dato',Abdul Khalib bin Abdullah,1959.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P091.jpg
15.0,P092,Selangor,Sabak Bernam,YB Tuan,Kalam bin Salan,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P092.jpg
15.0,P093,Selangor,Sungai Besar,YB Datuk,Muslimin bin Yahaya,1967.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P093.png
15.0,P094,Selangor,Hulu Selangor,YB Tuan Haji,Mohd Hasnizan bin Harun,1970.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P094.jpg
15.0,P109,Selangor,Kapar,YB Dr. Hajah,Halimah Ali,1960.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P109.jpg
15.0,P112,Selangor,Kuala Langat,YB Dato' Dr.,Ahmad Yunus bin Hairi,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P112.jpg
15.0,P125,Putrajaya,Putrajaya,YB Datuk Dr.,Radzi Jidin,1977.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P125.png
15.0,P134,Melaka,Masjid Tanah,YB Datuk Wira,Mas Ermieyati binti Samsudin,1976.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P134.png
15.0,P136,Melaka,Tangga Batu,YB Tuan Haji,Bakri bin Jamaluddin,1965.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P136.jpg
15.0,P139,Melaka,Jasin,YB Tuan,Zulkifli bin Ismail,1966.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P139.jpg
15.0,P143,Johor,Pagoh,YB Tan Sri Dato' Haji,Mahiaddin bin Md Yasin,1947.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P143.png
15.0,P154,Johor,Mersing,YB Tuan Haji,Muhammad Islahuddin bin Abas,1988.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P154.jpg
15.0,P183,Sabah,Beluran,YB Datuk Seri Dr.,Ronald Kiandee,1961.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P183.png
15.0,P205,Sarawak,Saratok,YB Datuk,Ali anak Biju,1968.0,male,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P205.png
15.0,P146,Johor,Muar,YB Tuan,Syed Saddiq bin Syed Abdul Rahman,1993.0,male,bumiputera,MUDA,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P146.png
15.0,P167,Sabah,Kudat,YB Dato',Verdon bin Bahanda,1973.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P167.jpg
15.0,P181,Sabah,Tenom,YB Tuan,Riduan bin Rubin,1987.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P181.jpg
